id,name,category,amount,status,note
51927,Bima,alpha,5503.36,ok,"batch 27"
51928,Danu,alpha,8565.12,ok,"batch 28"
51929,Danu,alpha,1822.72,ok,"batch 29"
51930,Ada,alpha,5236.48,ok,"batch 30"
51931,Bima,alpha,3239.04,ok,"batch 31"
51932,Danu,alpha,4332.16,ok,"batch 32"
51933,Citra,alpha,7018.24,ok,"batch 33"
51934,Eka,alpha,3000.96,ok,"batch 34"
51935,Citra,alpha,4584.88,ok,"needs, review"
51936,Ada,alpha,9639.68,ok,"batch 36"
51937,Eka,alpha,559.36,ok,"batch 37"
51938,Danu,alpha,9383.04,ok,"batch 38"
51939,Danu,alpha,9106.56,ok,"quote ""check"""
51940,Danu,alpha,6504.96,ok,"batch 40"
51941,Eka,alpha,7914.88,ok,"batch 41"
51942,Bima,alpha,8256.64,ok,"batch 42"
51943,Citra,alpha,2680.32,ok,"batch 43"
51944,Bima,alpha,986.88,ok,"batch 44"
51945,Danu,alpha,5852.80,ok,"batch 45"
51946,Citra,alpha,5892.48,ok,"batch 46"
51947,Ada,alpha,5023.36,ok,"batch 47"
51948,Eka,alpha,2712.32,ok,"batch 48"
51949,Danu,alpha,3759.36,ok,"batch 49"
51950,Eka,alpha,2618.24,ok,"batch 50"
51951,Bima,alpha,7221.68,ok,"batch 51"
51952,Bima,alpha,2912.00,ok,"needs, review"
51953,Ada,alpha,1580.80,ok,"batch 53"
51954,Danu,alpha,8141.44,ok,"batch 54"
51955,Citra,alpha,6416.64,ok,"batch 55"
51956,Danu,alpha,4417.28,ok,"normal cleanup"
51957,Ada,alpha,7344.00,ok,"batch 57"
51958,Bima,alpha,5227.52,ok,"batch 58"
51959,Bima,alpha,7661.44,ok,"batch 59"
51960,Ada,alpha,8867.20,ok,"batch 60"
51961,Eka,alpha,999.04,ok,"batch 61"
51962,Ada,alpha,7493.12,ok,"batch 62"
51963,Bima,alpha,9546.16,ok,"batch 63"
51964,Bima,alpha,8730.88,ok,"batch 64"
51965,Bima,alpha,348.80,ok,"batch 65"
51966,Danu,alpha,1241.60,ok,"batch 66"
51967,Bima,alpha,6801.28,ok,"batch 67"
51968,Danu,alpha,4548.48,ok,"quote ""check"""
51969,Bima,alpha,5144.96,ok,"needs, review"
51970,Danu,alpha,9782.40,ok,"batch 70"
51971,Ada,alpha,282.88,ok,"batch 71"
51972,Danu,alpha,7109.76,ok,"batch 72"
51973,Citra,alpha,1093.76,ok,"batch 73"
51974,Bima,alpha,1020.16,ok,"batch 74"
51975,Ada,alpha,2053.12,ok,"batch 75"
51976,Danu,alpha,5808.64,ok,"batch 76"
51977,Danu,alpha,8521.60,ok,"batch 77"
51978,Ada,alpha,5502.72,ok,"batch 78"
51979,Bima,alpha,8755.20,ok,"batch 79"
51980,Eka,alpha,5338.88,ok,"batch 80"
51981,Bima,alpha,1281.92,ok,"batch 81"
51982,Eka,alpha,1188.48,ok,"batch 82"
51983,Citra,alpha,2866.56,ok,"batch 83"
51984,Eka,alpha,5797.76,ok,"batch 84"
51985,Bima,alpha,9226.24,ok,"batch 85"
51986,Eka,alpha,762.24,ok,"needs, review"
51987,Bima,alpha,4872.96,ok,"normal cleanup"
51988,Danu,alpha,3709.44,ok,"batch 88"
51989,Citra,alpha,7351.68,ok,"batch 89"
51990,Citra,alpha,3342.08,ok,"batch 90"
51991,Ada,alpha,7564.16,ok,"batch 91"
51992,Ada,alpha,2901.76,ok,"batch 92"
51993,Citra,alpha,7757.44,ok,"batch 93"
51994,Citra,alpha,5187.84,ok,"batch 94"
51995,Ada,alpha,4507.44,ok,"batch 95"
51996,Bima,alpha,7927.04,ok,"batch 96"
51997,Bima,alpha,2188.80,ok,"quote ""check"""
51998,Citra,alpha,1639.04,ok,"batch 98"
51999,Danu,alpha,4554.24,ok,"batch 99"
52000,Citra,alpha,4763.52,ok,"batch 0"
52001,Citra,alpha,2790.40,ok,"batch 1"
52002,Citra,alpha,2298.24,ok,"batch 2"
52003,Danu,alpha,3192.32,ok,"needs, review"
52004,Eka,alpha,4824.96,ok,"batch 4"
52005,Eka,alpha,2239.36,ok,"batch 5"
52006,Citra,alpha,7532.16,ok,"batch 6"
52007,Eka,alpha,1434.88,ok,"batch 7"
52008,Bima,alpha,5426.56,ok,"batch 8"
52009,Citra,alpha,9736.96,ok,"batch 9"
52010,Ada,alpha,7617.92,ok,"batch 10"
52011,Citra,alpha,8709.12,ok,"batch 11"
52012,Danu,alpha,3486.08,ok,"batch 12"
52013,Eka,alpha,4080.64,ok,"batch 13"
52014,Danu,alpha,9827.20,ok,"batch 14"
52015,Danu,alpha,7706.88,ok,"batch 15"
52016,Bima,alpha,5242.24,ok,"batch 16"
52017,Eka,alpha,686.08,ok,"batch 17"
52018,Bima,alpha,2289.92,ok,"normal cleanup"
52019,Ada,alpha,4910.08,ok,"batch 19"
52020,Ada,alpha,2645.76,ok,"needs, review"
52021,Eka,alpha,6371.84,ok,"batch 21"
52022,Citra,alpha,4361.60,ok,"batch 22"
52023,Citra,alpha,9547.52,ok,"batch 23"
52024,Bima,alpha,3619.20,ok,"batch 24"
52025,Citra,alpha,3002.88,ok,"batch 25"
52026,Citra,alpha,6918.40,ok,"quote ""check"""
52027,Eka,alpha,6138.88,ok,"batch 27"
52028,Citra,alpha,9819.52,ok,"batch 28"
52029,Ada,alpha,7048.96,ok,"batch 29"
52030,Ada,alpha,7470.08,ok,"batch 30"
52031,Eka,alpha,1400.32,ok,"batch 31"
52032,Ada,alpha,2304.00,ok,"batch 32"
52033,Ada,alpha,1041.28,ok,"batch 33"
52034,Ada,alpha,6781.44,ok,"batch 34"
52035,Ada,alpha,8986.88,ok,"batch 35"
52036,Eka,alpha,5031.68,ok,"batch 36"
52037,Bima,alpha,2231.04,ok,"needs, review"
52038,Bima,alpha,2184.32,ok,"batch 38"
52039,Eka,alpha,7163.52,ok,"batch 39"
52040,Citra,alpha,9737.76,ok,"batch 40"
52041,Citra,alpha,6340.48,ok,"batch 41"
52042,Eka,alpha,1056.00,ok,"batch 42"
52043,Danu,alpha,516.48,ok,"batch 43"
52044,Bima,alpha,7034.24,ok,"batch 44"
52045,Danu,alpha,8009.60,ok,"batch 45"
52046,Ada,alpha,7088.64,ok,"batch 46"
52047,Ada,alpha,8382.08,ok,"batch 47"
52048,Danu,alpha,7110.40,ok,"batch 48"
52049,Citra,alpha,8367.36,ok,"normal cleanup"
52050,Bima,alpha,5256.96,ok,"batch 50"
52051,Danu,alpha,4490.88,ok,"batch 51"
52052,Ada,alpha,4816.64,ok,"batch 52"
52053,Ada,alpha,9182.08,ok,"batch 53"
52054,Eka,alpha,539.52,ok,"needs, review"
52055,Bima,alpha,1633.92,ok,"quote ""check"""
52056,Ada,alpha,9514.88,ok,"batch 56"
52057,Danu,alpha,1066.88,ok,"batch 57"
52058,Citra,alpha,5432.96,ok,"batch 58"
52059,Bima,alpha,6192.00,ok,"batch 59"
52060,Danu,alpha,5212.16,ok,"batch 60"
52061,Ada,alpha,4885.12,ok,"batch 61"
52062,Bima,alpha,1797.12,ok,"batch 62"
52063,Ada,alpha,248.96,ok,"batch 63"
52064,Danu,alpha,2387.84,ok,"batch 64"
52065,Bima,alpha,2903.04,ok,"batch 65"
52066,Danu,alpha,6733.44,ok,"batch 66"
52067,Bima,alpha,3907.20,ok,"batch 67"
52068,Ada,alpha,7717.76,ok,"batch 68"
52069,Ada,alpha,3905.28,ok,"batch 69"
52070,Ada,alpha,9295.36,ok,"batch 70"
52071,Ada,alpha,8.96,ok,"needs, review"
52072,Bima,alpha,2288.64,ok,"batch 72"
52073,Danu,alpha,4403.84,ok,"batch 73"
52074,Danu,alpha,4238.08,ok,"batch 74"
52075,Bima,alpha,5939.20,ok,"batch 75"
52076,Ada,alpha,7130.24,ok,"batch 76"
52077,Eka,alpha,1514.88,ok,"batch 77"
52078,Ada,alpha,2833.92,ok,"batch 78"
52079,Danu,alpha,824.96,ok,"batch 79"
52080,Bima,alpha,4403.84,ok,"normal cleanup"
52081,Danu,alpha,2453.12,ok,"batch 81"
52082,Eka,alpha,9879.68,ok,"batch 82"
52083,Eka,alpha,1534.08,ok,"batch 83"
52084,Eka,alpha,1221.12,ok,"quote ""check"""
52085,Ada,alpha,6111.36,ok,"batch 85"
52086,Danu,beta,9580.80,ok,"batch 86"
52087,Citra,alpha,9827.84,ok,"batch 87"
52088,Ada,alpha,3011.84,ok,"needs, review"
52089,Bima,alpha,9230.08,ok,"batch 89"
52090,Ada,alpha,531.84,ok,"batch 90"
52091,Bima,alpha,9425.92,ok,"batch 91"
52092,Bima,alpha,4427.52,ok,"batch 92"
52093,Bima,alpha,514.56,ok,"batch 93"
52094,Citra,alpha,2676.48,ok,"batch 94"
52095,Bima,alpha,7569.92,ok,"batch 95"
52096,Ada,alpha,2007.68,ok,"batch 96"
52097,Eka,alpha,8999.04,ok,"batch 97"
52098,Citra,alpha,6473.60,ok,"batch 98"
52099,Eka,alpha,2568.96,ok,"batch 99"
52100,Bima,alpha,762.24,ok,"batch 0"
52101,Citra,alpha,9838.72,ok,"batch 1"
52102,Ada,alpha,5369.52,ok,"batch 2"
52103,Eka,alpha,9833.52,ok,"batch 3"
52104,Eka,alpha,4430.72,ok,"batch 4"
52105,Ada,alpha,9059.84,ok,"needs, review"
52106,Eka,alpha,2311.68,ok,"batch 6"
52107,Eka,alpha,6113.28,ok,"batch 7"
52108,Bima,alpha,8049.92,ok,"batch 8"
52109,Danu,alpha,3623.04,ok,"batch 9"
52110,Ada,alpha,6709.76,ok,"batch 10"
52111,Ada,alpha,8224.00,ok,"normal cleanup"
52112,Citra,alpha,682.88,ok,"batch 12"
52113,Citra,alpha,3570.56,ok,"quote ""check"""
52114,Eka,alpha,4189.44,ok,"batch 14"
52115,Bima,alpha,7911.68,ok,"batch 15"
52116,Citra,alpha,8037.76,ok,"batch 16"
52117,Bima,alpha,6476.16,ok,"batch 17"
52118,Eka,alpha,7616.00,ok,"batch 18"
52119,Bima,alpha,7036.16,ok,"batch 19"
52120,Ada,alpha,5050.88,ok,"batch 20"
52121,Eka,alpha,909.44,ok,"batch 21"
52122,Bima,alpha,1178.24,ok,"needs, review"
52123,Ada,alpha,8449.92,ok,"batch 23"
52124,Citra,alpha,931.84,ok,"batch 24"
52125,Eka,alpha,548.48,ok,"batch 25"
52126,Danu,alpha,838.40,ok,"batch 26"
52127,Eka,alpha,3073.28,ok,"batch 27"
52128,Eka,alpha,7111.04,ok,"batch 28"
52129,Citra,alpha,8324.48,ok,"batch 29"
52130,Danu,alpha,2406.40,ok,"batch 30"
52131,Eka,alpha,8748.80,ok,"batch 31"
52132,Danu,alpha,975.36,ok,"batch 32"
52133,Danu,alpha,9134.08,ok,"batch 33"
52134,Eka,alpha,9612.80,ok,"batch 34"
52135,Citra,alpha,82.56,ok,"batch 35"
52136,Eka,alpha,3713.28,ok,"batch 36"
52137,Ada,alpha,9960.24,ok,"batch 37"
52138,Bima,alpha,2988.80,ok,"batch 38"
52139,Bima,alpha,2574.08,ok,"needs, review"
52140,Bima,alpha,1646.08,ok,"batch 40"
52141,Citra,alpha,3927.68,ok,"batch 41"
52142,Bima,alpha,1139.20,ok,"quote ""check"""
52143,Bima,alpha,583.04,ok,"batch 43"
52144,Danu,alpha,175.36,ok,"batch 44"
52145,Ada,alpha,7079.04,ok,"batch 45"
52146,Bima,alpha,5365.12,ok,"batch 46"
52147,Bima,alpha,913.20,ok,"batch 47"
52148,Bima,alpha,7580.16,ok,"batch 48"
52149,Bima,alpha,8782.08,ok,"batch 49"
52150,Eka,alpha,5125.12,ok,"batch 50"
52151,Danu,alpha,2959.36,ok,"batch 51"
52152,Danu,alpha,371.84,ok,"batch 52"
52153,Citra,alpha,4.48,ok,"batch 53"
52154,Ada,alpha,27.52,ok,"batch 54"
52155,Danu,alpha,8782.72,ok,"batch 55"
52156,Ada,alpha,5885.44,ok,"needs, review"
52157,Citra,alpha,152.32,ok,"batch 57"
52158,Citra,beta,6371.84,ok,"batch 58"
52159,Citra,alpha,4208.64,ok,"batch 59"
52160,Eka,alpha,348.16,ok,"batch 60"
52161,Citra,alpha,2417.92,ok,"batch 61"
52162,Citra,alpha,2392.96,ok,"batch 62"
52163,Ada,alpha,4748.72,ok,"batch 63"
52164,Ada,alpha,2899.20,ok,"batch 64"
52165,Eka,alpha,805.76,ok,"batch 65"
52166,Danu,beta,5068.80,ok,"batch 66"
52167,Bima,alpha,4029.44,ok,"batch 67"
52168,Ada,alpha,8867.20,ok,"batch 68"
52169,Citra,alpha,2239.36,ok,"batch 69"
52170,Ada,alpha,4320.64,ok,"batch 70"
52171,Bima,alpha,6094.08,ok,"quote ""check"""
52172,Bima,alpha,1111.68,ok,"batch 72"
52173,Bima,alpha,4850.56,ok,"needs, review"
52174,Bima,alpha,8542.08,ok,"batch 74"
52175,Bima,alpha,7170.56,ok,"batch 75"
52176,Eka,alpha,5726.72,ok,"batch 76"
52177,Eka,alpha,4522.88,ok,"batch 77"
52178,Bima,alpha,450.48,ok,"batch 78"
52179,Citra,alpha,9837.44,ok,"batch 79"
52180,Bima,alpha,9824.00,ok,"batch 80"
52181,Ada,alpha,8910.72,ok,"batch 81"
52182,Danu,alpha,4069.12,ok,"batch 82"
52183,Danu,alpha,1723.52,ok,"batch 83"
52184,Bima,alpha,1841.92,ok,"batch 84"
52185,Ada,alpha,6092.80,ok,"batch 85"
52186,Danu,alpha,2958.72,ok,"batch 86"
52187,Citra,alpha,5980.16,ok,"batch 87"
52188,Eka,alpha,6138.88,ok,"batch 88"
52189,Danu,alpha,7080.88,ok,"batch 89"
52190,Danu,alpha,7889.28,ok,"needs, review"
52191,Eka,alpha,3694.72,ok,"batch 91"
52192,Danu,alpha,7536.64,ok,"batch 92"
52193,Citra,alpha,5291.44,ok,"batch 93"
52194,Ada,alpha,8702.72,ok,"batch 94"
52195,Ada,alpha,9023.36,ok,"batch 95"
52196,Bima,alpha,2223.36,ok,"batch 96"
52197,Danu,alpha,2992.64,ok,"batch 97"
52198,Ada,alpha,6046.08,ok,"batch 98"
52199,Eka,alpha,9658.24,ok,"batch 99"
52200,Bima,alpha,7274.88,ok,"quote ""check"""
52201,Danu,alpha,2888.32,ok,"batch 1"
52202,Danu,alpha,6984.32,ok,"batch 2"
52203,Eka,alpha,2533.76,ok,"batch 3"
52204,Ada,alpha,4368.64,ok,"normal cleanup"
52205,Bima,alpha,605.44,ok,"batch 5"
52206,Ada,alpha,5656.32,ok,"batch 6"
52207,Eka,alpha,8608.00,ok,"needs, review"
52208,Ada,alpha,840.32,ok,"batch 8"
52209,Bima,alpha,7028.48,ok,"batch 9"
52210,Ada,alpha,6310.40,ok,"batch 10"
52211,Ada,alpha,8540.80,ok,"batch 11"
52212,Danu,alpha,583.68,ok,"batch 12"
52213,Eka,alpha,3736.96,ok,"batch 13"
52214,Eka,alpha,3013.12,ok,"batch 14"
52215,Ada,alpha,7322.88,ok,"batch 15"
52216,Citra,alpha,7302.40,ok,"batch 16"
52217,Bima,alpha,3684.48,ok,"batch 17"
52218,Eka,alpha,6220.80,ok,"batch 18"
52219,Bima,alpha,5660.80,ok,"batch 19"
52220,Eka,alpha,8863.36,ok,"batch 20"
52221,Danu,alpha,8096.00,ok,"batch 21"
52222,Bima,alpha,5110.40,ok,"batch 22"
52223,Citra,alpha,5939.20,ok,"batch 23"
52224,Ada,alpha,4244.48,ok,"needs, review"
52225,Ada,alpha,5479.04,ok,"batch 25"
52226,Ada,alpha,176.64,ok,"batch 26"
52227,Danu,alpha,3955.84,ok,"batch 27"
52228,Eka,alpha,5367.68,ok,"batch 28"
52229,Danu,alpha,5703.04,ok,"quote ""check"""
52230,Eka,alpha,6359.68,ok,"batch 30"
52231,Eka,alpha,506.24,ok,"batch 31"
52232,Danu,alpha,1283.84,ok,"batch 32"
52233,Citra,alpha,396.80,ok,"batch 33"
52234,Danu,alpha,9832.32,ok,"batch 34"
52235,Bima,alpha,2782.08,ok,"normal cleanup"
52236,Danu,alpha,6294.40,ok,"batch 36"
52237,Bima,alpha,7601.28,ok,"batch 37"
52238,Danu,alpha,9066.24,ok,"batch 38"
52239,Eka,alpha,9597.44,ok,"batch 39"
52240,Bima,alpha,8251.52,ok,"batch 40"
52241,Danu,alpha,9004.80,ok,"needs, review"
52242,Citra,alpha,6906.24,ok,"batch 42"
52243,Danu,alpha,8451.20,ok,"batch 43"
52244,Bima,alpha,526.08,ok,"batch 44"
52245,Citra,alpha,5150.08,ok,"batch 45"
52246,Citra,alpha,6061.44,ok,"batch 46"
52247,Danu,alpha,1918.72,ok,"batch 47"
52248,Bima,alpha,2105.60,ok,"batch 48"
52249,Ada,alpha,9400.96,ok,"batch 49"
52250,Ada,alpha,6721.84,ok,"batch 50"
52251,Ada,alpha,7782.40,ok,"batch 51"
52252,Bima,alpha,729.60,ok,"batch 52"
52253,Citra,alpha,9521.28,ok,"batch 53"
52254,Ada,alpha,8476.16,ok,"batch 54"
52255,Bima,alpha,9796.48,ok,"batch 55"
52256,Bima,alpha,6510.08,ok,"batch 56"
52257,Ada,alpha,1309.44,ok,"batch 57"
52258,Ada,alpha,6756.48,ok,"needs, review"
52259,Danu,alpha,2378.24,ok,"batch 59"
52260,Bima,alpha,4099.84,ok,"batch 60"
52261,Citra,alpha,4919.04,ok,"batch 61"
52262,Ada,alpha,5067.52,ok,"batch 62"
52263,Bima,alpha,1629.44,ok,"batch 63"
52264,Citra,alpha,8660.48,ok,"batch 64"
52265,Ada,alpha,5729.20,ok,"batch 65"
52266,Danu,alpha,6592.64,ok,"normal cleanup"
52267,Danu,alpha,3932.16,ok,"batch 67"
52268,Citra,alpha,836.48,ok,"batch 68"
52269,Eka,alpha,6056.32,ok,"batch 69"
52270,Citra,alpha,9625.60,ok,"batch 70"
52271,Eka,alpha,6450.56,ok,"batch 71"
52272,Bima,alpha,6457.60,ok,"batch 72"
52273,Citra,alpha,1333.76,ok,"batch 73"
52274,Danu,alpha,4587.52,ok,"batch 74"
52275,Danu,alpha,8226.56,ok,"needs, review"
52276,Eka,alpha,4575.36,ok,"batch 76"
52277,Ada,alpha,8812.33,ok,"batch 77"
52278,Ada,alpha,5912.96,ok,"batch 78"
52279,Danu,alpha,250.24,ok,"batch 79"
52280,Citra,alpha,7376.00,ok,"batch 80"
52281,Ada,alpha,2928.00,ok,"batch 81"
52282,Ada,alpha,5287.04,ok,"batch 82"
52283,Bima,alpha,9299.20,ok,"batch 83"
52284,Citra,alpha,1297.92,ok,"batch 84"
52285,Bima,alpha,2037.76,ok,"batch 85"
52286,Eka,alpha,723.84,ok,"batch 86"
52287,Citra,alpha,9070.64,ok,"quote ""check"""
52288,Bima,alpha,9081.60,ok,"batch 88"
52289,Danu,alpha,6736.64,ok,"batch 89"
52290,Bima,alpha,6817.28,ok,"batch 90"
52291,Eka,alpha,8970.88,ok,"batch 91"
52292,Danu,alpha,6308.48,ok,"needs, review"
52293,Danu,alpha,3863.68,ok,"batch 93"
52294,Eka,alpha,4015.36,ok,"batch 94"
52295,Eka,alpha,3589.76,ok,"batch 95"
52296,Citra,alpha,171.52,ok,"batch 96"
52297,Eka,alpha,5325.44,ok,"normal cleanup"
52298,Ada,alpha,5162.24,ok,"batch 98"
52299,Danu,alpha,5605.12,ok,"batch 99"
52300,Citra,alpha,7781.12,ok,"batch 0"
52301,Citra,alpha,9876.48,ok,"batch 1"
52302,Bima,alpha,2077.44,ok,"batch 2"
52303,Ada,alpha,9318.40,ok,"batch 3"
52304,Citra,alpha,483.84,ok,"batch 4"
52305,Citra,alpha,8874.24,ok,"batch 5"
52306,Bima,alpha,9503.36,ok,"batch 6"
52307,Bima,alpha,849.92,ok,"batch 7"
52308,Bima,alpha,2533.76,ok,"batch 8"
52309,Eka,alpha,6601.60,ok,"needs, review"
52310,Danu,alpha,7094.40,ok,"batch 10"
52311,Citra,alpha,4947.20,ok,"batch 11"
52312,Eka,alpha,6205.44,ok,"batch 12"
52313,Citra,alpha,7230.72,ok,"batch 13"
52314,Bima,alpha,1655.04,ok,"batch 14"
52315,Bima,alpha,3424.00,ok,"batch 15"
52316,Citra,alpha,4824.96,ok,"quote ""check"""
52317,Bima,alpha,5642.88,ok,"batch 17"
52318,Danu,alpha,1756.80,ok,"batch 18"
52319,Eka,alpha,790.40,ok,"batch 19"
52320,Danu,alpha,6440.32,ok,"batch 20"
52321,Bima,alpha,7600.64,ok,"batch 21"
52322,Eka,alpha,155.52,ok,"batch 22"
52323,Eka,alpha,2543.36,ok,"batch 23"
52324,Ada,alpha,2172.80,ok,"batch 24"
52325,Ada,alpha,2992.00,ok,"batch 25"
52326,Citra,alpha,2135.04,ok,"needs, review"
52327,Danu,alpha,2569.60,ok,"batch 27"
52328,Ada,alpha,8236.80,ok,"normal cleanup"
52329,Bima,alpha,8992.00,ok,"batch 29"
52330,Bima,alpha,787.84,ok,"batch 30"
52331,Ada,alpha,6015.92,ok,"batch 31"
52332,Bima,alpha,5441.28,ok,"batch 32"
52333,Eka,alpha,7017.60,ok,"batch 33"
52334,Bima,alpha,3310.72,ok,"batch 34"
52335,Danu,alpha,8304.64,ok,"batch 35"
52336,Eka,alpha,1172.48,ok,"batch 36"
52337,Bima,alpha,5836.80,ok,"batch 37"
52338,Danu,alpha,5927.04,ok,"batch 38"
52339,Ada,alpha,2921.60,ok,"batch 39"
52340,Ada,alpha,585.60,ok,"batch 40"
52341,Citra,alpha,7160.25,ok,"batch 41"
52342,Ada,alpha,7056.00,ok,"batch 42"
52343,Danu,alpha,944.00,ok,"needs, review"
52344,Bima,alpha,6670.08,ok,"batch 44"
52345,Ada,alpha,5786.88,ok,"quote ""check"""
52346,Eka,alpha,5884.80,ok,"batch 46"
52347,Bima,alpha,4720.64,ok,"batch 47"
52348,Danu,alpha,2954.88,ok,"batch 48"
52349,Bima,alpha,3092.48,ok,"batch 49"
52350,Ada,alpha,6311.36,ok,"batch 50"
52351,Bima,alpha,1338.16,ok,"batch 51"
52352,Bima,alpha,151.04,ok,"batch 52"
52353,Ada,alpha,1610.88,ok,"batch 53"
52354,Bima,alpha,1393.28,ok,"batch 54"
52355,Danu,alpha,5804.08,ok,"batch 55"
52356,Danu,alpha,394.80,ok,"batch 56"
52357,Ada,alpha,284.80,ok,"batch 57"
52358,Citra,alpha,9005.44,ok,"batch 58"
52359,Danu,alpha,173.44,ok,"normal cleanup"
52360,Eka,alpha,4629.76,ok,"needs, review"
52361,Eka,alpha,9845.76,ok,"batch 61"
52362,Ada,alpha,9813.12,ok,"batch 62"
52363,Citra,alpha,9241.60,ok,"batch 63"
52364,Citra,alpha,2561.92,ok,"batch 64"
52365,Bima,alpha,1491.84,ok,"batch 65"
52366,Citra,alpha,9304.32,ok,"batch 66"
52367,Citra,alpha,6056.96,ok,"batch 67"
52368,Danu,alpha,9070.72,ok,"batch 68"
52369,Eka,alpha,97.28,ok,"batch 69"
52370,Danu,alpha,4650.24,ok,"batch 70"
52371,Eka,alpha,8819.84,ok,"batch 71"
52372,Bima,alpha,3314.56,ok,"batch 72"
52373,Eka,alpha,84.48,ok,"batch 73"
52374,Ada,alpha,9072.00,ok,"quote ""check"""
52375,Bima,alpha,876.80,ok,"batch 75"
52376,Bima,alpha,2297.60,ok,"batch 76"
52377,Eka,alpha,3643.52,ok,"needs, review"
52378,Citra,alpha,6929.92,ok,"batch 78"
52379,Citra,alpha,2643.84,ok,"batch 79"
52380,Eka,alpha,1157.76,ok,"batch 80"
52381,Eka,alpha,9155.84,ok,"batch 81"
52382,Danu,alpha,9655.04,ok,"batch 82"
52383,Ada,alpha,4272.64,ok,"batch 83"
52384,Bima,alpha,4577.92,ok,"batch 84"
52385,Ada,alpha,9894.40,ok,"batch 85"
52386,Ada,alpha,2224.64,ok,"batch 86"
52387,Citra,alpha,421.76,ok,"batch 87"
52388,Eka,alpha,1379.84,ok,"batch 88"
52389,Ada,alpha,4275.84,ok,"batch 89"
52390,Citra,alpha,7845.76,ok,"normal cleanup"
52391,Citra,alpha,4933.12,ok,"batch 91"
52392,Ada,alpha,1494.40,ok,"batch 92"
52393,Ada,beta,8193.28,ok,"batch 93"
52394,Eka,alpha,4808.32,ok,"needs, review"
52395,Eka,alpha,990.08,ok,"batch 95"
52396,Ada,alpha,5703.04,ok,"batch 96"
52397,Bima,alpha,3587.84,ok,"batch 97"
52398,Citra,alpha,8157.44,ok,"batch 98"
52399,Eka,alpha,204.80,ok,"batch 99"
52400,Ada,alpha,5964.80,ok,"batch 0"
52401,Ada,alpha,8176.00,ok,"batch 1"
52402,Eka,alpha,1509.12,ok,"batch 2"
52403,Ada,alpha,2828.16,ok,"quote ""check"""
52404,Citra,alpha,1182.72,ok,"batch 4"
52405,Bima,alpha,3116.09,ok,"batch 5"
52406,Danu,alpha,3838.72,ok,"batch 6"
52407,Bima,alpha,4366.72,ok,"batch 7"
52408,Danu,alpha,1428.48,ok,"batch 8"
52409,Citra,alpha,9304.32,ok,"batch 9"
52410,Eka,alpha,7089.28,ok,"batch 10"
52411,Ada,alpha,3353.60,ok,"needs, review"
52412,Bima,alpha,2721.28,ok,"batch 12"
52413,Bima,alpha,8492.80,ok,"batch 13"
52414,Eka,alpha,2728.96,ok,"batch 14"
52415,Eka,alpha,3022.08,ok,"batch 15"
52416,Danu,alpha,5998.08,ok,"batch 16"
52417,Bima,alpha,6722.56,ok,"batch 17"
52418,Eka,alpha,4662.40,ok,"batch 18"
52419,Danu,alpha,8614.40,ok,"batch 19"
52420,Eka,alpha,3598.08,ok,"batch 20"
52421,Danu,alpha,8161.92,ok,"normal cleanup"
52422,Citra,alpha,8420.48,ok,"batch 22"
52423,Ada,alpha,4727.04,ok,"batch 23"
52424,Ada,alpha,142.72,ok,"batch 24"
52425,Ada,alpha,4346.24,ok,"batch 25"
52426,Eka,alpha,5624.96,ok,"batch 26"
52427,Danu,alpha,2785.28,ok,"batch 27"
52428,Citra,alpha,9518.08,ok,"needs, review"
52429,Eka,alpha,5209.60,ok,"batch 29"
52430,Eka,alpha,5665.92,ok,"batch 30"
52431,Eka,alpha,5016.96,ok,"batch 31"
52432,Eka,alpha,3834.88,ok,"quote ""check"""
52433,Citra,alpha,264.96,ok,"batch 33"
52434,Ada,alpha,5120.00,ok,"batch 34"
52435,Bima,alpha,3434.88,ok,"batch 35"
52436,Eka,alpha,2647.04,ok,"batch 36"
52437,Eka,alpha,8740.48,ok,"batch 37"
52438,Citra,alpha,513.28,ok,"batch 38"
52439,Bima,alpha,1795.84,ok,"batch 39"
52440,Bima,alpha,2722.56,ok,"batch 40"
52441,Bima,alpha,254.08,ok,"batch 41"
52442,Ada,alpha,9710.72,ok,"batch 42"
52443,Citra,alpha,3068.80,ok,"batch 43"
52444,Eka,alpha,8125.44,ok,"batch 44"
52445,Bima,alpha,2782.40,ok,"needs, review"
52446,Citra,alpha,4142.72,ok,"batch 46"
52447,Ada,alpha,8167.68,ok,"batch 47"
52448,Eka,alpha,7580.80,ok,"batch 48"
52449,Ada,alpha,577.28,ok,"batch 49"
52450,Citra,alpha,3440.64,ok,"batch 50"
52451,Eka,alpha,2849.92,ok,"batch 51"
52452,Ada,alpha,8834.56,ok,"normal cleanup"
52453,Citra,alpha,3699.84,ok,"batch 53"
52454,Bima,alpha,224.00,ok,"batch 54"
52455,Ada,alpha,2732.08,ok,"batch 55"
52456,Eka,alpha,2416.00,ok,"batch 56"
52457,Eka,alpha,2665.60,ok,"batch 57"
52458,Ada,alpha,3487.36,ok,"batch 58"
52459,Ada,alpha,1102.72,ok,"batch 59"
52460,Citra,alpha,5176.96,ok,"batch 60"
52461,Ada,alpha,5763.20,ok,"quote ""check"""
52462,Danu,alpha,901.68,ok,"needs, review"
52463,Eka,alpha,3362.56,ok,"batch 63"
52464,Citra,alpha,6364.16,ok,"batch 64"
